0x000000000000000000000000000000000000dead,"300,000,158,022,757.00",1
0xb552cf92e761c8c71f8de52ed10b0df6dcfa24ff,20009000000000.00,1
0x8d6fbfa7da1db23987f03d96fc1f283c94407904,19731855339920.80,1
0x8e79dee83c6b429efe635548157cedf481005ee3,18349748918200.00,1
0xe212bde21b151040ed7b4b52121b12bf933ed4ff,12100000000000.00,1
0xa0952fac426980a93f2538b0867eb6c6bc8f108b,10281799691255.00,1
0xce55977e7b33e4e5534bd370ee31504fc7ac9adc,10067137780587.20,1
0x58d006d89257fec9c0dee76b609efcf29a50c0b7,9636474260017.64,1
0x5dd697c77e80c7fda3da1cccd5214c3a75503727,9381611617510.19,1
0x933477eba23726ca95a957cb85dbb1957267ef85,7710714722934.62,1
0xe8d88301c27100b2d5c8d6adccfb36c5f3b45be8,7004009910721.46,1
0x6dbb613c499f70d0aef4d87060998900fe30ab6c,6876058290489.83,1
0xe16707d0cb6cfc2d5cce8c8cf25cc6f66a493427,6874867854421.75,1
0x96dced8bc7746f44f8d371de637ccd43fdcdd505,6254274598087.64,1
0x04fcf80d053e33584d731f560ba401b540ec4411,5486062632412.51,1
0x4685279e0eedb4c7c5b463aac81df2186c46fa24,5420882484012.85,1
0xdb2b3ee32dcfdd56e621a3fb3c9d2d0cb27f8955,5195489369153.47,1
0x997e145fe015e10a9e71cdc20c2c782d2b4203b1,3971701819820.23,1
0x9598225a7d3976bae4ccf613e49191aaea5f14a2,3670517629330.23,1
0x506abf7b065c0b227c4ed94b5dd095817738e9f7,3397401885267.13,1
0x324eb0c565d8eb7a30e99e5f0d29a19436bc9e64,3240874292434.95,1
0xa7980456fa0545660298116e7a70b5a3cafbc41c,3038851613137.25,1
0xa8c20d3c6bb9dbadbef209b6b01bf6471d6b00e2,3003037443750.00,1
0x82c84a4310755e5d5ffbcd80ee36c14f1ec128d8,2822877844809.23,1
0x7eac0fd357571ee2406397be17bdf387c4a36f42,2769707934391.65,1
0x95d791e0d6c33d2bae8f18d723d8af63ebc28a2b,2759183513261.47,1
0x0e8785f8fedbf4bf20b22e14dec8db23ddfe46fc,2639733550000.00,1
0x2dffe2e3dfb628c5fef702d42b8888e4531d63a6,2549022866768.43,1
0x85b401ce806141cdb479fb5f606b3f15b06d94a5,2501465008388.73,1
0x1ec61959e88f266fe1254db2b8ad369d62e34613,2297563941522.37,1
0xd2cda4151ba43a636654b8bc1a9b81a2bc0418cb,2142149600389.78,1
0xcf4fcd36ff77c638439e6bbcf012205362c3eae6,2140568253087.53,1
0x22ce29d9df936e93eb7c75e27946e9579b78e4c1,2118210334045.18,1
0xc7029e939075f48fa2d5953381660c7d01570171,2019115145052.01,1
0x32dcd82b8d52579ed283ec8d822191779f0de45f,1998206365718.98,1
0x6c7dd55ad86ff808b932c66241f0b3dd982f1346,1992918193222.09,1
0x7dcf8b5376a33380ce7069df3d07f0c6598a5aff,1900266914725.10,1
0x0ea769b44725fecb54162ac4767c0f126e928e0d,1826831320632.30,1
0x7782e004e9f62ee55dbd9d826bdeac1471f4d89d,1780634362604.18,1
0x8ce31ff1ac970e6f227d1dfb0eb41cce3a005525,1775311892917.51,1
0x4749a82445727915ba4c955ec0a26c7dbb150752,1749845159625.49,1
0x60d86977537aafcba5dfca56779cfe70b96b57c8,1712281197452.76,1
0xc62693d7ab506e21a08f37f750aca696b08c336d,1699559407880.13,1
0x8768f2e4e1c4745318c52f4c5b18fffb096c6ddf,1630412550686.50,1
0x5b802bfda57bfd43336d5e0727be85ec183f4fcd,1628788323672.77,1
0xcfcc375ccef1a2eed3d9bb4bd41477b746c1fe7e,1564139471839.10,1
0xe68cb4a925e6e7f73cec2e81763304947605ed3b,1517059212571.39,1
0x391bd2a1e3a0511bfc2243829f2d0f1c93541058,1509057522090.83,1
0x6716cf303766bae7a67ecd13519ec18dc6435ac9,1457848079900.13,1
0xf5eba11e180eebd351c0e13a99890740f2f90264,1415325002151.75,1
0xe048fba39d4ce691058dfcfa8806abb78f53f709,1362032363454.35,1
0xc06293fa5a0711ca0b00d150bdcb308138175db5,1329465923465.48,1
0x60fb252f75181535a5eb9ddf0b159f57c114cd97,1322448231384.01,1
0xcb1092736599395d788cc272d689c4c85ac6cf98,1293194131699.32,1
0xb272f95d5f40ad2880de22d88a5005faab1daf1a,1268129418710.49,1
0x7a319ba186391106d3d3312883ac8bbfca241980,1264200000000.00,1
0x95c7a216865d7aee37a0eac55f48a0dfa841658d,1239424860017.64,1
0xc5edb46926b58f367b37d8bdb61256113b4ca677,1227074968089.12,1
0xe0f7f04c4f41231d8d544b3d25c4ccfdcf5c4f29,1225000000000.00,1
0x81c80aae480914048ee9f3fe2fb463c27a259b92,1208527527576.82,1
0xb20bf6d7f60059dd5de46f3f0f32665a259ea6c0,1165920587267.79,1
0x5f406b1f8378a32c77f1e0ced1a6ca948f7b041f,1165100054977.01,1
0x967a8811e9d270b825cee0e78cf6fe68df5ce665,1161957547929.57,1
0x31a1c4a6d843fa2685d045355a73048ece8909f6,1161770737755.43,1
0x9bef4034c41998bb406cb21df3dfedd2e487f7b9,1155074140485.51,1
0x4665bb69ee1f86ba03be30f19bcd178d85940914,1150092868967.13,1
0x37cba97ccbe300069392d8ae63ffd504436bf1d8,1122106919339.11,1
0x7e9ee9c8780c8bb46cd4132e5d39306714d4909e,1103059000991.85,1
0x5c0e7dd7a5f3867c3a51bcf3fe1300992d483061,1084144773286.93,1
